,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,参考相場,,,,,
,米ドル,英ポンド,ユーロ,カナダドル,スイスフラン,スウェーデンクローネ,デンマーククローネ,ノルウェークローネ,オーストラリアドル,ニュージーランドドル,南アフリカランド,バーレーンディナール,インドネシアルピア,中国人民元,香港ドル,インドルピー,マレーシアリンギ,フィリピンペソ,シンガポールドル,韓国ウォン,タイバーツ,クウェートディナール,サウジアラビアリアル,UAEディルハム,メキシコペソ,パプアニューギニアキナ,ハンガリーフォリント,チェココロナ,ポーランドズロチ,トルコリラ,,インドネシアルピア,中国人民元,マレーシアリンギ,韓国ウォン,台湾ドル,ロシアルーブル
,USD,GBP,EUR,CAD,CHF,SEK,DKK,NOK,AUD,NZD,ZAR,BHD,IDR(100),CNY,HKD,INR,MYR,PHP,SGD,KRW(100),THB,KWD,SAR,AED,MXN,PGK,HUF,CZK,PLN,TRY,,IDR(100),CNY,MYR,KRW(100),TWD,RUB
2011/4/5,84.33,136.04,119.84,87.23,91.33,13.32,16.07,15.33,87.28,64.82,12.55,223.87,*****,*****,10.85,1.9,*****,1.95,66.92,*****,2.8,304.11,22.5,22.96,7.13,33.31,0.45,4.89,29.76,55.04,,0.98,12.87,27.88,7.74,2.89,2.98
2011/4/6,85.18,139.06,121.3,88.39,92.1,13.49,16.27,15.58,88.06,65.56,12.67,226.18,*****,*****,10.96,1.93,*****,1.96,67.61,*****,2.82,308.51,22.72,23.19,7.21,33.56,0.46,4.99,30.34,55.78,,0.99,13,28.16,7.81,2.91,3.02
2011/4/7,85.47,139.49,122.34,88.98,93.05,13.55,16.41,15.65,89.1,66.58,12.8,226.95,*****,*****,10.99,1.94,*****,1.98,67.8,*****,2.84,308.67,22.8,23.28,7.24,33.76,0.46,5.03,30.79,56.41,,0.99,13.05,28.26,7.86,2.95,3.03
2011/4/8,85.17,139.09,121.88,88.9,93.02,13.49,16.35,15.59,89.24,66.28,12.8,226.22,*****,*****,10.96,1.93,*****,1.98,67.57,*****,2.84,307.58,22.72,23.19,7.24,33.64,0.46,5.01,30.68,56.37,,0.98,13.01,28.13,7.83,2.95,3.02
2011/4/11,85,139.05,122.81,88.86,93.43,13.68,16.47,15.73,89.77,66.41,12.8,225.7,*****,*****,10.95,1.94,*****,1.99,67.71,*****,2.82,307.86,22.67,23.15,7.24,33.75,0.47,5.05,30.99,56.31,,0.98,12.99,28.15,7.84,2.94,3.04
2011/4/12,84.31,137.66,121.52,88.02,93.05,13.4,16.29,15.38,88.28,65.96,12.6,223.93,*****,*****,10.85,1.91,*****,1.96,67.01,*****,2.8,305.25,22.49,22.96,7.17,33.47,0.46,4.97,30.72,55.62,,0.98,12.89,27.88,7.73,2.92,3.01
2011/4/13,84.01,136.67,121.6,87.33,93.55,13.34,16.31,15.37,88.03,66.05,12.47,223.07,*****,*****,10.81,1.91,*****,1.95,66.82,*****,2.78,303.83,22.41,22.88,7.11,33.18,0.46,4.99,30.57,55.19,,0.97,12.84,27.75,7.69,2.89,2.99
2011/4/14,83.73,136.34,120.76,86.82,93.23,13.37,16.19,15.34,87.72,65.98,12.31,222.33,*****,*****,10.76,1.89,*****,1.94,66.95,*****,2.77,302.82,22.33,22.8,7.11,33.49,0.45,5,30.42,55.06,,0.97,12.81,27.68,7.69,2.89,2.96
2011/4/15,83.69,136.91,121.26,87.09,93.71,13.48,16.26,15.51,88.29,66.5,12.24,222.17,*****,*****,10.77,1.89,*****,1.94,67.16,*****,2.78,302.79,22.33,22.79,7.14,33.31,0.45,5.03,30.72,55.08,,0.97,12.81,27.71,7.71,2.88,2.97
2011/4/18,83.17,135.59,119.59,86.56,93,13.39,16.03,15.42,87.68,66.02,12.2,220.84,*****,*****,10.7,1.88,*****,1.92,66.81,*****,2.77,300.8,22.19,22.65,7.13,33.1,0.45,4.94,30.18,54.88,,0.96,12.74,27.51,7.62,2.87,2.95
2011/4/19,82.69,134.53,117.72,85.74,92.32,13.15,15.79,15.12,86.73,65.12,12.09,219.57,*****,*****,10.63,1.87,*****,1.91,66.22,*****,2.75,298.84,22.06,22.52,7.03,32.91,0.44,4.89,29.5,53.65,,0.95,12.66,27.29,7.58,2.85,2.91
2011/4/20,82.8,135.13,119.01,86.73,92.09,13.34,15.95,15.29,87.55,65.56,12.18,219.86,*****,*****,10.65,1.87,*****,1.92,66.66,*****,2.75,299.35,22.09,22.55,7.11,33.04,0.45,4.94,30.02,54.2,,0.96,12.67,27.44,7.64,2.85,2.93
2011/4/21,82.33,135.12,119.89,86.65,92.7,13.48,16.08,15.4,88.37,65.78,12.15,218.67,*****,*****,10.59,1.87,*****,1.91,66.59,*****,2.75,298.41,21.96,22.42,7.1,33.1,0.45,4.99,30.33,54.28,,0.96,12.61,27.37,7.62,2.85,2.94
2011/4/22,81.83,135.16,119.16,85.87,92.34,13.43,15.99,15.27,87.99,65.68,12.2,217.23,*****,*****,10.54,1.85,*****,1.9,66.3,*****,2.74,296.59,21.83,22.28,7.04,33.39,0.45,4.96,30.24,53.88,,0.95,12.55,27.25,7.56,2.84,2.93
2011/4/25,82.21,135.8,119.93,86.3,92.96,13.54,16.09,15.39,88.52,65.99,12.26,218.3,*****,*****,10.58,1.86,*****,1.9,66.69,*****,2.75,298.62,21.93,22.39,7.1,33.71,0.45,4.99,30.27,54.17,,0.96,12.62,27.4,7.61,2.85,2.94
2011/4/26,81.76,134.5,118.52,85.53,92.46,13.33,15.9,15.17,87.39,65.25,12.15,217.04,*****,*****,10.52,1.85,*****,1.89,66.07,*****,2.73,296.88,21.81,22.26,7.05,32.97,0.45,4.91,30.06,53.55,,0.95,12.55,27.28,7.53,2.83,2.92
2011/4/27,81.52,134.61,119.63,85.76,93.5,13.4,16.05,15.41,88.08,65.86,12.22,216.46,*****,*****,10.49,1.84,*****,1.89,66.21,*****,2.73,296.01,21.75,22.2,7.06,32.89,0.45,4.99,30.34,53.56,,0.94,12.51,27.35,7.54,2.81,2.93
2011/4/28,82.08,137.01,121.75,86.61,94.13,13.64,16.33,15.6,89.62,66.15,12.45,217.95,*****,*****,10.57,1.85,*****,1.9,66.8,*****,2.74,298.58,21.9,22.35,7.13,33.16,0.46,5.07,30.9,54.06,,0.96,12.61,27.7,7.66,2.85,2.97
2011/5/2,81.19,135.76,120.43,85.84,93.94,13.49,16.15,15.51,89.17,65.53,12.4,215.59,*****,*****,10.45,1.84,*****,1.9,66.35,*****,2.72,296.42,21.66,22.11,7.05,33.13,0.46,5,30.65,53.31,,0.95,12.49,27.42,7.61,2.83,2.97
2011/5/6,80.45,132.07,117.16,83.3,92.55,12.95,15.72,14.75,85.6,63.49,11.98,213.62,*****,*****,10.35,1.8,*****,1.88,65.09,*****,2.66,293.29,21.46,21.91,6.88,30.97,0.44,4.85,29.52,52.03,,0.94,12.37,26.75,7.41,2.82,2.9
2011/5/9,80.71,132.16,116.05,83.79,92.06,12.86,15.57,14.66,86.63,63.82,12.04,214.31,*****,*****,10.39,1.81,*****,1.88,65.43,*****,2.67,293.38,21.53,21.98,6.95,33.58,0.44,4.8,29.37,52.3,,0.95,12.42,27.02,7.48,2.83,2.9
2011/5/10,80.33,131.72,115.08,83.25,92.05,12.83,15.44,14.64,86.47,63.59,11.95,213.36,*****,*****,10.34,1.8,*****,1.87,65.18,*****,2.66,292.22,21.43,21.87,6.91,33.98,0.44,4.77,29.22,51.95,,0.94,12.36,26.9,7.43,2.81,2.88
2011/5/11,80.96,132.47,116.56,84.65,91.94,13.02,15.63,14.94,87.95,64.33,12.01,214.98,*****,*****,10.41,1.82,*****,1.89,65.86,*****,2.7,294.51,21.59,22.05,7.02,31.17,0.44,4.82,29.71,51.94,,0.95,12.46,27.2,7.54,2.83,2.92
2011/5/12,81.14,132.83,115.41,84.49,91.65,12.84,15.47,14.76,86.87,64.1,11.81,215.51,*****,*****,10.44,1.82,*****,1.9,65.7,*****,2.7,295.05,21.64,22.09,6.96,34.08,0.43,4.75,29.49,51.17,,0.95,12.49,27.12,7.51,2.84,2.91
2011/5/13,81.03,131.8,115.18,84.07,91.49,12.86,15.46,14.7,86.41,64.34,11.74,215.16,*****,*****,10.43,1.81,*****,1.89,65.3,*****,2.67,294.33,21.61,22.07,6.96,34.24,0.43,4.75,29.47,51.38,,0.95,12.47,26.98,7.46,2.84,2.9
2011/5/16,80.91,130.87,113.86,83.39,90.58,12.62,15.28,14.49,85.37,63.51,11.51,214.84,*****,*****,10.41,1.81,*****,1.88,64.77,*****,2.67,293.79,21.58,22.03,6.9,33.78,0.42,4.68,28.93,50.67,,0.95,12.44,26.72,7.4,2.83,2.87
2011/5/17,81.01,131.21,114.67,83.05,91.57,12.76,15.38,14.55,85.72,63.22,11.61,215.17,*****,*****,10.42,1.8,*****,1.87,64.83,*****,2.67,293.62,21.61,22.05,6.9,34.02,0.43,4.71,29.22,50.96,,0.95,12.45,26.63,7.42,2.83,2.88
2011/5/18,81.41,132.28,115.99,83.76,92.45,12.89,15.56,14.63,86.56,63.89,11.72,216.17,*****,*****,10.47,1.82,*****,1.88,65.56,*****,2.7,295.61,21.71,22.17,6.96,34.19,0.43,4.76,29.59,51.38,,0.95,12.5,26.82,7.49,2.83,2.9
2011/5/19,81.68,132.04,116.66,84.32,92.78,13.02,15.65,14.78,87.11,64.56,11.86,216.95,*****,*****,10.51,1.82,*****,1.89,65.98,*****,2.7,296.05,21.79,22.24,6.99,34.31,0.43,4.78,29.82,51.95,,0.96,12.55,27.05,7.52,2.83,2.92
2011/5/20,81.78,132.61,116.93,84.53,92.68,13.07,15.68,14.87,87.25,64.76,11.92,217.15,*****,*****,10.52,1.83,*****,1.9,66.14,*****,2.69,296.41,21.82,22.27,7.05,34.35,0.44,4.8,29.83,51.99,,0.96,12.57,27.1,7.55,2.84,2.92
2011/5/23,81.86,132.72,115.59,84.01,93.19,12.93,15.5,14.73,86.94,64.95,11.83,217.37,*****,*****,10.53,1.82,*****,1.9,65.95,*****,2.7,297.24,21.84,22.29,7.04,34.38,0.43,4.73,29.49,51.46,,0.96,12.6,27.05,7.52,2.86,2.9
2011/5/24,81.95,131.91,115,83.84,92.55,12.88,15.42,14.65,86.21,64.84,11.68,217.6,*****,*****,10.54,1.82,*****,1.89,65.68,*****,2.69,297.03,21.86,22.32,6.99,34.66,0.42,4.7,29.19,51.11,,0.96,12.61,26.82,7.49,2.84,2.88
2011/5/25,82.13,132.71,115.56,83.95,93.24,12.94,15.5,14.74,86.52,65.35,11.74,218.14,*****,*****,10.56,1.82,*****,1.89,65.84,*****,2.7,298.33,21.91,22.37,7.03,34.74,0.43,4.72,29.29,51.36,,0.96,12.63,26.94,7.51,2.84,2.89
2011/5/26,82.05,133.79,115.93,83.96,94.05,13.01,15.55,14.84,86.71,65.64,11.69,217.87,*****,*****,10.55,1.82,*****,1.89,65.95,*****,2.71,297.28,21.89,22.34,7.04,34.71,0.43,4.7,29.3,51.2,,0.96,12.63,26.94,7.52,2.84,2.89
2011/5/27,81.23,133.15,114.92,82.94,93.82,12.92,15.41,14.77,86.42,65.69,11.68,215.75,*****,*****,10.44,1.8,*****,1.88,65.43,*****,2.68,294.42,21.67,22.11,6.97,34.52,0.43,4.66,28.9,50.74,,0.95,12.51,26.77,7.5,2.82,2.88
2011/5/30,80.87,133.24,115.57,82.76,94.97,13.01,15.51,14.89,86.55,66.37,11.68,214.74,*****,*****,10.39,1.8,*****,1.87,65.54,*****,2.66,293.65,21.57,22.02,6.97,34.37,0.43,4.72,29.13,50.37,,0.95,12.46,26.81,7.49,2.81,2.89
2011/5/31,80.82,133.54,116.17,82.87,95.37,13.08,15.59,14.98,86.92,66.41,11.72,214.66,*****,*****,10.39,1.8,*****,1.87,65.63,*****,2.66,294,21.56,22.01,6.97,34.35,0.43,4.75,29.23,50.53,,0.95,12.46,26.9,7.51,2.81,2.88
2011/6/1,81.45,134.08,117.39,84.16,95.6,13.23,15.75,15.16,87.01,67.07,11.98,216.33,*****,*****,10.47,1.81,*****,1.89,66.11,*****,2.69,297.59,21.73,22.18,7.05,34.62,0.44,4.79,29.75,51.14,,0.96,12.56,27.07,7.56,2.85,2.92
2011/6/2,81.1,132.55,116.34,83.01,96.12,12.99,15.61,14.92,86.07,66.15,11.89,215.41,*****,*****,10.42,1.81,*****,1.89,65.56,*****,2.68,294.48,21.64,22.09,6.94,34.47,0.44,4.76,29.27,50.72,,0.95,12.51,26.85,7.51,2.84,2.9
2011/6/3,80.85,132.36,117.26,82.88,95.95,13.06,15.73,15.08,86.53,66.18,12.04,214.74,*****,*****,10.4,1.81,*****,1.87,65.64,*****,2.68,294.11,21.57,22.02,6.96,34.48,0.44,4.8,29.75,51.11,,0.95,12.46,26.89,7.52,2.82,2.9
2011/6/6,80.28,132.03,117.63,82.12,96.35,13.11,15.78,15.07,86.41,65.61,12.02,213.23,*****,*****,10.33,1.8,*****,1.86,65.42,*****,2.65,293.1,21.41,21.86,6.88,34.28,0.45,4.84,29.69,51.08,,0.95,12.38,26.8,7.46,2.8,2.89
2011/6/7,80.24,131.12,117,81.84,96.06,12.97,15.7,14.93,86.07,65.47,11.82,213.12,*****,*****,10.31,1.8,*****,1.86,65.19,*****,2.64,293.38,21.4,21.85,6.83,34.18,0.44,4.83,29.6,50.54,,0.95,12.37,26.67,7.43,2.81,2.88
2011/6/8,80.19,131.76,117.62,82.2,95.73,13.05,15.77,14.98,85.67,65.59,11.9,212.99,*****,*****,10.31,1.8,*****,1.86,65.22,*****,2.66,292.77,21.39,21.84,6.82,34.32,0.44,4.85,29.89,50.77,,0.94,12.37,26.69,7.43,2.8,2.89
2011/6/9,80.06,131.35,116.94,81.76,95.72,12.96,15.69,14.86,85.31,65.95,11.9,212.59,*****,*****,10.29,1.8,*****,1.85,65.13,*****,2.64,292.3,21.36,21.8,6.77,34.63,0.44,4.85,29.61,50.64,,0.94,12.36,26.55,7.4,2.79,2.89
2011/6/10,80.35,131.56,116.81,82.53,95.55,12.91,15.67,14.86,85.49,66.39,11.91,213.36,*****,*****,10.33,1.8,*****,1.86,65.38,*****,2.65,293.36,21.43,21.88,6.83,34.71,0.44,4.85,29.66,51.12,,0.95,12.39,26.63,7.44,2.8,2.9
2011/6/13,80.46,130.64,115.48,82.28,95.57,12.69,15.49,14.66,84.97,66.11,11.83,213.71,*****,*****,10.34,1.8,*****,1.86,65.14,*****,2.65,293.33,21.46,21.91,6.76,35,0.43,4.79,29.34,51.13,,0.95,12.41,26.59,7.42,2.79,2.87
2011/6/14,80.23,131.26,115.39,82.15,95.81,12.67,15.47,14.75,84.88,65.34,11.82,213.09,*****,*****,10.31,1.79,*****,1.85,64.88,*****,2.64,292.38,21.4,21.85,6.77,34.9,0.44,4.79,29.32,50.94,,0.94,12.36,26.4,7.39,2.79,2.87
2011/6/15,80.59,131.88,116.23,83.13,95.33,12.71,15.59,14.91,86.02,65.79,11.93,213.99,*****,*****,10.35,1.81,*****,1.86,65.45,*****,2.64,294.23,21.5,21.95,6.84,35.06,0.44,4.83,29.53,50.81,,0.95,12.43,26.62,7.46,2.8,2.89
2011/6/16,80.91,131.14,114.8,82.74,94.9,12.5,15.39,14.6,85.64,65.13,11.83,214.9,*****,*****,10.38,1.81,*****,1.86,65.36,*****,2.65,294.33,21.58,22.03,6.8,35.36,0.43,4.75,29.1,50.31,,0.95,12.49,26.62,7.45,2.81,2.88
2011/6/17,80.67,130.35,114.59,82.13,94.89,12.5,15.36,14.64,85.28,65.03,11.8,214.21,*****,*****,10.34,1.8,*****,1.86,65.18,*****,2.64,293.45,21.52,21.97,6.75,35.25,0.43,4.75,28.79,50.11,,0.94,12.45,26.5,7.43,2.79,2.88
2011/6/20,80.22,129.57,114.43,81.71,94.3,12.47,15.34,14.5,85.03,64.96,11.85,213.07,*****,*****,10.29,1.8,*****,1.84,64.96,*****,2.62,291.82,21.4,21.84,6.74,35.3,0.43,4.76,28.72,50.28,,0.94,12.4,26.44,7.41,2.77,2.86
2011/6/21,80.2,130.09,115.04,81.9,95.03,12.55,15.43,14.51,85.03,64.97,11.84,212.96,*****,*****,10.29,1.79,*****,1.83,64.91,*****,2.63,291.95,21.39,21.84,6.77,35.45,0.43,4.79,28.86,50.15,,0.94,12.4,26.43,7.41,2.77,2.86
2011/6/22,80.29,130.15,115.38,82.54,95.27,12.61,15.47,14.57,85.11,65.32,11.94,213.2,*****,*****,10.31,1.8,*****,1.85,65.12,*****,2.64,292.6,21.42,21.86,6.8,30.91,0.43,4.77,28.93,49.78,,0.94,12.41,26.56,7.47,2.78,2.88
2011/6/23,80.48,129.08,115.21,82.64,95.56,12.61,15.45,14.74,84.95,65.57,11.87,213.76,*****,*****,10.33,1.8,*****,1.86,65.2,*****,2.65,293.29,21.47,21.92,6.82,35.41,0.43,4.75,28.99,49.64,,0.94,12.44,26.59,7.48,2.79,2.87
2011/6/24,80.55,128.97,114.88,82.29,96.1,12.51,15.41,14.77,84.96,65.56,11.82,213.89,*****,*****,10.34,1.8,*****,1.86,65.25,*****,2.64,293.55,21.49,21.94,6.8,35.44,0.43,4.72,28.8,49.49,,0.94,12.44,26.58,7.48,2.79,2.86
2011/6/27,80.83,128.71,114.04,81.58,96.49,12.35,15.3,14.63,84.33,64.82,11.69,214.63,*****,*****,10.38,1.8,*****,1.87,65.08,*****,2.63,294.57,21.56,22.01,6.77,35.36,0.43,4.68,28.59,49.11,,0.94,12.48,26.45,7.43,2.8,2.85
2011/6/28,80.75,129.05,115.39,81.91,96.7,12.55,15.48,14.78,84.5,65.01,11.76,214.42,*****,*****,10.36,1.8,*****,1.86,65.07,*****,2.62,293.53,21.54,21.99,6.8,35.53,0.43,4.75,28.93,49.36,,0.94,12.47,26.46,7.48,2.8,2.86
2011/6/29,81.03,129.58,116.3,82.53,97.36,12.56,15.59,14.91,85.46,65.84,11.84,215.16,*****,*****,10.41,1.81,*****,1.86,65.47,*****,2.62,294.76,21.62,22.06,6.86,35.65,0.43,4.78,29.01,49.34,,0.94,12.52,26.7,7.52,2.81,2.88
2011/6/30,80.73,129.78,116.79,83.4,96.93,12.77,15.66,15.02,86.45,66.84,11.89,214.37,*****,*****,10.38,1.81,*****,1.86,65.49,*****,2.62,294.21,21.54,21.98,6.87,35.52,0.44,4.79,29.31,49.81,,0.94,12.47,26.7,7.53,2.81,2.89
2011/7/1,80.82,129.42,116.98,83.77,95.92,12.77,15.68,14.98,86.51,66.72,11.94,214.6,*****,*****,10.38,1.81,*****,1.87,65.78,*****,2.62,294.53,21.56,22.01,6.89,35.56,0.44,4.82,29.42,49.8,,0.94,12.49,26.8,7.57,2.82,2.9
2011/7/4,80.75,129.78,117.5,84.18,95.29,12.94,15.75,15.08,87.02,66.92,11.99,214.42,*****,*****,10.38,1.82,*****,1.87,65.92,*****,2.65,294.82,21.54,21.99,6.96,35.61,0.45,4.86,29.82,50.27,,0.95,12.48,26.94,7.58,2.81,2.91
2011/7/5,80.88,130.06,117.44,84.21,95.25,12.92,15.75,15.14,86.71,67.15,12.04,214.76,*****,*****,10.4,1.82,*****,1.88,65.97,*****,2.65,295.29,21.57,22.03,6.99,35.75,0.45,4.85,29.81,50.06,,0.95,12.51,26.93,7.59,2.82,2.91
2011/7/6,80.97,130.06,116.91,84.11,96.37,12.89,15.67,15.09,86.58,66.97,12.01,215,*****,*****,10.41,1.82,*****,1.88,65.94,*****,2.66,295.4,21.6,22.05,6.97,35.87,0.44,4.83,29.62,49.78,,0.95,12.52,26.91,7.59,2.82,2.91
2011/7/7,81.01,129.63,116,83.9,96.51,12.75,15.56,14.99,86.61,67,12.01,215.11,*****,*****,10.41,1.82,*****,1.89,65.98,*****,2.66,295.23,21.61,22.06,6.98,35.81,0.44,4.79,29.38,49.62,,0.95,12.52,26.92,7.6,2.81,2.9
2011/7/8,81.31,129.86,116.7,84.79,96.27,12.87,15.65,15.13,87.58,67.7,12.18,215.91,*****,*****,10.45,1.84,*****,1.9,66.51,*****,2.68,296.32,21.69,22.14,7.06,31.3,0.45,4.84,29.74,50.27,,0.96,12.56,27.12,7.67,2.83,2.92
2011/7/11,80.7,129.24,114.49,83.74,96.27,12.58,15.36,14.84,86.28,67.31,11.98,214.29,*****,*****,10.37,1.82,*****,1.89,66.03,*****,2.67,294.31,21.53,21.98,6.93,35.83,0.44,4.76,29.03,49.42,,0.95,12.47,26.89,7.6,2.81,2.87
2011/7/12,80.24,127.63,112.51,82.81,96.02,12.23,15.08,14.5,85.31,66.09,11.75,213.12,*****,*****,10.3,1.81,*****,1.87,65.4,*****,2.65,291.89,21.41,21.85,6.83,35.71,0.42,4.63,28.13,48.72,,0.94,12.4,26.51,7.51,2.79,2.84
2011/7/13,79.55,126.84,111.35,82.55,95.71,12.11,14.93,14.25,84.5,65.45,11.63,211.23,*****,*****,10.21,1.78,*****,1.85,64.9,*****,2.63,288.85,21.22,21.66,6.76,35.08,0.42,4.62,27.56,48.19,,0.93,12.29,26.33,7.47,2.76,2.81
2011/7/14,78.76,127.21,112.1,82.22,96.96,12.21,15.04,14.31,84.83,66.82,11.6,209.13,*****,*****,10.11,1.77,*****,1.83,64.65,*****,2.62,286.82,21.01,21.45,6.74,35.05,0.42,4.61,27.94,47.9,,0.93,12.17,26.22,7.46,2.74,2.82
2011/7/15,79.15,127.83,112.11,82.47,97.18,12.19,15.04,14.28,85.05,66.76,11.58,210.17,*****,*****,10.16,1.78,*****,1.85,65.08,*****,2.64,288.97,21.11,21.56,6.75,35.5,0.42,4.59,27.8,48.14,,0.93,12.24,26.34,7.48,2.75,2.82
2011/7/19,79.06,127.09,111.69,82.51,96.89,12.07,14.98,14.19,84.13,66.81,11.34,209.93,*****,*****,10.14,1.78,*****,1.84,65.03,*****,2.65,288.22,21.09,21.53,6.75,35.18,0.41,4.58,27.67,47.64,,0.93,12.22,26.29,7.46,2.74,2.81
2011/7/20,79.27,127.72,112.23,83.43,96.08,12.2,15.06,14.37,85.14,67.7,11.46,210.49,*****,*****,10.17,1.79,*****,1.85,65.25,*****,2.64,288.88,21.15,21.59,6.81,35.28,0.41,4.59,27.97,47.86,,0.93,12.25,26.45,7.51,2.75,2.83
2011/7/21,78.85,127.44,112.39,83.23,95.9,12.31,15.08,14.42,84.8,67.56,11.5,209.37,*****,*****,10.12,1.79,*****,1.85,64.97,*****,2.64,287.88,21.03,21.47,6.77,35.09,0.42,4.61,28.17,47.45,,0.93,12.21,26.34,7.47,2.74,2.82
2011/7/22,78.67,128.35,113.21,83.24,96.14,12.46,15.19,14.54,85.25,67.82,11.62,208.9,*****,*****,10.1,1.78,*****,1.85,65.02,*****,2.64,287.22,20.98,21.42,6.78,34.61,0.42,4.64,28.44,47.19,,0.93,12.19,26.42,7.47,2.73,2.84
2011/7/25,78.41,127.8,112.76,82.42,96.39,12.37,15.13,14.5,84.86,67.77,11.53,208.2,*****,*****,10.06,1.77,*****,1.85,64.91,*****,2.63,287.01,20.92,21.35,6.72,34.89,0.42,4.64,28.34,46.05,,0.92,12.16,26.34,7.44,2.72,2.82
2011/7/26,78.29,127.46,112.64,82.7,97.15,12.37,15.11,14.48,84.91,67.6,11.56,207.89,*****,*****,10.05,1.77,*****,1.85,64.86,*****,2.64,286.67,20.88,21.32,6.73,34.84,0.42,4.62,28.14,45.62,,0.92,12.14,26.39,7.42,2.72,2.83
2011/7/27,77.92,128.04,113.18,82.58,97.19,12.5,15.18,14.59,85.44,68.01,11.67,206.9,*****,*****,10,1.77,*****,1.85,64.8,*****,2.64,285.94,20.78,21.22,6.7,34.52,0.42,4.67,28.35,45.89,,0.92,12.09,26.53,7.41,2.71,2.83
2011/7/28,77.99,127.37,112.08,82.21,97.35,12.28,15.05,14.42,86.16,68.08,11.7,207.09,*****,*****,10.01,1.77,*****,1.85,64.81,*****,2.63,285.78,20.81,21.24,6.7,34.67,0.42,4.64,27.92,46.14,,0.92,12.11,26.43,7.4,2.71,2.83
2011/7/29,77.86,127.32,111.4,81.9,97.07,12.29,14.96,14.4,85.62,67.63,11.57,206.8,*****,*****,9.99,1.78,*****,1.85,64.63,*****,2.62,284.89,20.77,21.2,6.64,34.65,0.42,4.59,27.81,46.41,,0.92,12.08,26.39,7.39,2.71,2.81
2011/8/1,77.96,128.29,112.09,81.85,98.12,12.43,15.05,14.5,86,68.74,11.68,207.01,*****,*****,10,1.77,*****,1.85,64.86,*****,2.62,285.88,20.8,21.23,6.69,34.69,0.42,4.65,28.1,46.18,,0.92,12.1,26.45,7.42,2.71,2.82
2011/8/2,77.44,126.36,110.52,81.04,98.88,12.28,14.84,14.43,85.26,67.9,11.52,205.68,*****,*****,9.94,1.76,*****,1.85,64.41,*****,2.61,283.77,20.66,21.09,6.6,34.85,0.41,4.58,27.67,45.8,,0.92,12.03,26.27,7.36,2.69,2.8
2011/8/3,77.34,125.82,109.68,80.41,100.76,12.05,14.73,14.27,83.16,66.71,11.4,205.42,*****,*****,9.92,1.75,*****,1.84,63.9,*****,2.6,282.88,20.63,21.06,6.54,34.61,0.41,4.5,27.25,45.19,,0.92,12.01,26,7.31,2.68,2.78
2011/8/4,77.18,126.83,110.78,80.25,100.18,12.21,14.87,14.42,83,66.65,11.49,204.99,*****,*****,9.9,1.75,*****,1.83,64.09,*****,2.6,282.81,20.59,21.02,6.54,34.35,0.41,4.58,27.54,45.57,,0.91,11.98,26.05,7.31,2.68,2.78
2011/8/5,79.1,128.44,111.44,80.67,103.44,12.08,14.97,14.27,82.72,65.78,11.43,210.04,*****,*****,10.14,1.78,*****,1.87,64.68,*****,2.65,289.85,21.1,21.54,6.58,35.24,0.41,4.61,27.65,45.34,,0.93,12.29,26.25,7.39,2.74,2.81
2011/8/8,78.12,128.26,111.87,79.6,102.49,12.07,15.01,14.24,81.42,65.46,11.25,207.43,*****,*****,10.01,1.76,*****,1.84,64.43,*****,2.63,285.74,20.84,21.27,6.48,34.92,0.41,4.62,27.64,44.75,,0.92,12.12,26.05,7.3,2.7,2.76
2011/8/9,77.5,126.29,109.82,77.91,102.77,11.89,14.74,14.13,78.36,63.14,10.71,205.79,*****,*****,9.92,1.73,*****,1.82,63.28,*****,2.59,284.51,20.67,21.1,6.28,34.33,0.4,4.56,26.98,43.49,,0.91,12.05,25.47,7.1,2.68,2.67
2011/8/10,77.13,125.75,110.7,78.46,106.62,11.98,14.86,14.14,79.75,64.3,10.84,204.81,*****,*****,9.88,1.71,*****,1.81,63.73,*****,2.59,283.05,20.58,21,6.36,34.48,0.41,4.61,27.18,43.93,,0.91,11.99,25.64,7.14,2.66,2.61
2011/8/11,77.17,124.59,109.39,77.87,106.16,11.73,14.68,13.91,78.71,63.04,10.62,204.91,*****,*****,9.88,1.71,*****,1.81,63.38,*****,2.57,283.61,20.59,21.02,6.15,34.34,0.4,4.51,26.01,43.46,,0.91,12.03,25.58,7.09,2.67,2.58
2011/8/12,76.99,124.89,109.28,78.04,100.89,11.81,14.67,13.87,79.62,63.68,10.69,204.43,*****,*****,9.88,1.7,*****,1.82,63.58,*****,2.58,282.64,20.54,20.96,6.28,34.65,0.4,4.51,26.43,43.34,,0.9,12.03,25.77,7.15,2.66,2.61
2011/8/15,77.01,125.32,110.14,78,97.75,11.89,14.79,14.01,80.32,64.53,10.77,204.49,*****,*****,9.88,1.7,*****,1.81,63.78,*****,2.58,282.19,20.54,20.97,6.27,34.42,0.4,4.56,26.55,43.27,,0.9,12.04,25.82,7.18,2.66,2.65
2011/8/16,76.91,125.87,111.02,78.3,97.92,11.99,14.9,14.13,80.53,63.82,10.85,204.22,*****,*****,9.87,1.7,*****,1.81,64.03,*****,2.57,282.34,20.51,20.94,6.3,34.53,0.41,4.58,26.88,43.55,,0.9,12.03,25.89,7.19,2.67,2.69
